-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.056770019531250000e+02,-2.101918701171875000e+03,5.199308105468750000e+03,-4.571135742187500000e+03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.203576049804687500e+02,4.956505371093750000e+03,-1.226378417968750000e+04,1.078357324218750000e+04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.608334922790527344e+01,1.792938079833984375e+02,-4.434358215332031250e+02,3.898325195312500000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.272461166381835938e+02,-8.755077514648437500e+02,2.166228759765625000e+03,-1.904760253906250000e+03,2.000000029802322388e-01
-2.909285545349121094e+00,9.011179208755493164e-01,-7.256469130516052246e-01,-2.032015419006347656e+01,4.342523193359375000e+01,2.974971313476562500e+02,-1.200281860351562500e+03,1.235222045898437500e+03,4.786656856536865234e+00,-2.114826679229736328e+00,1.769379377365112305e+00,4.799058914184570312e+01,-1.027225952148437500e+02,-7.018347167968750000e+02,2.833218017578125000e+03,-2.916096679687500000e+03,9.922506213188171387e-01,-7.706852257251739502e-02,6.071567907929420471e-02,1.731734156608581543e+00,-3.697923898696899414e+00,-2.536984634399414062e+01,1.023297271728515625e+02,-1.053027725219726562e+02,3.768900409340858459e-02,3.736401200294494629e-01,-3.120532333850860596e-01,-8.476193428039550781e+00,1.814270591735839844e+01,1.239680633544921875e+02,-5.004356994628906250e+02,5.150731811523437500e+02,2.000000029802322388e-01
-2.816976785659790039e+00,1.908633559942245483e-01,7.980138063430786133e-01,1.054621982574462891e+01,-3.338457870483398438e+01,-1.052545852661132812e+02,5.290289916992187500e+02,-5.707359008789062500e+02,4.573448181152343750e+00,-4.166376590728759766e-01,-1.835405588150024414e+00,-2.490791320800781250e+01,7.886639404296875000e+01,2.485055847167968750e+02,-1.249317504882812500e+03,1.347879272460937500e+03,9.842855930328369141e-01,-1.696905307471752167e-02,-6.905444711446762085e-02,-8.987422585487365723e-01,2.845290422439575195e+00,8.971499443054199219e+00,-4.509415054321289062e+01,4.865037918090820312e+01,7.538851350545883179e-02,7.390293478965759277e-02,3.247600495815277100e-01,4.399581909179687500e+00,-1.393016242980957031e+01,-4.389330673217773438e+01,2.206667480468750000e+02,-2.380757141113281250e+02,2.000000029802322388e-01
-2.723058223724365234e+00,6.253179311752319336e-01,-4.455704092979431152e-01,-5.579854011535644531e+00,1.897216224670410156e+01,5.016201019287109375e+01,-2.700013122558593750e+02,2.949281921386718750e+02,4.360445976257324219e+00,-1.422819972038269043e+00,1.102355957031250000e+00,1.317787265777587891e+01,-4.481232833862304688e+01,-1.184568328857421875e+02,6.377134399414062500e+02,-6.966300048828125000e+02,9.760997295379638672e-01,-5.440401285886764526e-02,3.696076199412345886e-02,4.754467904567718506e-01,-1.617595195770263672e+00,-4.275164604187011719e+00,2.301637840270996094e+01,-2.514206886291503906e+01,1.130973398685455322e-01,2.518673837184906006e-01,-1.940611302852630615e-01,-2.327430963516235352e+00,7.915380477905273438e+00,2.092319297790527344e+01,-1.126392517089843750e+02,1.230445251464843750e+02,2.000000029802322388e-01
-2.627553939819335938e+00,3.996378183364868164e-01,2.746826112270355225e-01,2.978447914123535156e+00,-1.028672218322753906e+01,-2.609988594055175781e+01,1.428981475830078125e+02,-1.565460968017578125e+02,4.147689819335937500e+00,-8.698624968528747559e-01,-5.986568927764892578e-01,-7.031851291656494141e+00,2.430250930786132812e+01,6.163010406494140625e+01,-3.375685729980468750e+02,3.698596191406250000e+02,9.676959514617919922e-01,-3.560265526175498962e-02,-2.456877008080482483e-02,-2.540303468704223633e-01,8.772884011268615723e-01,2.225152015686035156e+00,-1.218251800537109375e+01,1.334483814239501953e+01,1.508150100708007812e-01,1.544855087995529175e-01,1.065441891551017761e-01,1.242363572120666504e+00,-4.292510986328125000e+00,-1.088650798797607422e+01,5.962308502197265625e+01,-6.532369232177734375e+01,2.000000029802322388e-01
-2.530480623245239258e+00,5.331822037696838379e-01,-1.174870207905769348e-01,-1.593761920928955078e+00,5.519372940063476562e+00,1.387916851043701172e+01,-7.626638793945312500e+01,8.359922027587890625e+01,3.935251712799072266e+00,-1.164860844612121582e+00,3.290540277957916260e-01,3.763366460800170898e+00,-1.304783058166503906e+01,-3.277008819580078125e+01,1.802349090576171875e+02,-1.976176452636718750e+02,9.590672850608825684e-01,-4.745130985975265503e-02,8.871257305145263672e-03,1.359691470861434937e-01,-4.705159366130828857e-01,-1.184205889701843262e+00,6.500255107879638672e+00,-7.121830940246582031e+00,1.885408163070678711e-01,2.069457024335861206e-01,-5.718221142888069153e-02,-6.646820902824401855e-01,2.304196357727050781e+00,5.789288520812988281e+00,-3.183008956909179688e+01,3.489567947387695312e+01,2.000000029802322388e-01
-2.431832313537597656e+00,4.736102521419525146e-01,9.263218194246292114e-02,8.523376584053039551e-01,-2.953510999679565430e+00,-7.417153835296630859e+00,4.077252197265625000e+01,-4.469281005859375000e+01,3.723191261291503906e+00,-1.003808140754699707e+00,-1.683650910854339600e-01,-2.011935234069824219e+00,6.990088462829589844e+00,1.751298713684082031e+01,-9.642978668212890625e+01,1.057522048950195312e+02,9.502127170562744141e-01,-4.282675683498382568e-02,-9.060136042535305023e-03,-7.290769368410110474e-02,2.513185143470764160e-01,6.337620615959167480e-01,-3.470308542251586914e+00,3.798204660415649414e+00,2.262740433216094971e-01,1.788790374994277954e-01,3.073551692068576813e-02,3.557339906692504883e-01,-1.233778953552246094e+00,-3.094449043273925781e+00,1.702386093139648438e+01,-1.866423797607421875e+01,2.000000029802322388e-01
-2.331648111343383789e+00,5.173549056053161621e-01,-1.997530087828636169e-02,-4.565264582633972168e-01,1.578861594200134277e+00,3.967912435531616211e+00,-2.179741096496582031e+01,2.388476562500000000e+01,3.511569976806640625e+00,-1.086567878723144531e+00,9.947391599416732788e-02,1.078687906265258789e+00,-3.744179725646972656e+00,-9.370905876159667969e+00,5.162329864501953125e+01,-5.661853408813476562e+01,9.411331415176391602e-01,-4.704884067177772522e-02,4.491897125262767076e-04,3.910205513238906860e-02,-1.336071789264678955e-01,-3.401161432266235352e-01,1.847178101539611816e+00,-2.015118122100830078e+00,2.640115022659301758e-01,1.939490437507629395e-01,-1.633800007402896881e-02,-1.904485076665878296e-01,6.601014733314514160e-01,1.656223416328430176e+00,-9.106072425842285156e+00,9.980048179626464844e+00,2.000000029802322388e-01
-2.229921579360961914e+00,5.056978464126586914e-01,3.983637690544128418e-02,2.436890006065368652e-01,-8.439379334449768066e-01,-2.125777244567871094e+00,1.164126110076904297e+01,-1.273365688323974609e+01,3.300454616546630859e+00,-1.038365125656127930e+00,-4.310632124543190002e-02,-5.759281516075134277e-01,2.005705118179321289e+00,5.017486572265625000e+00,-2.764264678955078125e+01,3.031601333618164062e+01,9.318239688873291016e-01,-4.652946814894676208e-02,-4.573912359774112701e-03,-2.112827450037002563e-02,7.035042345523834229e-02,1.837982833385467529e-01,-9.739873409271240234e-01,1.051115274429321289e+00,3.017553091049194336e-01,1.859204471111297607e-01,8.835300803184509277e-03,1.020331084728240967e-01,-3.529052138328552246e-01,-8.878233432769775391e-01,4.865994453430175781e+00,-5.324735641479492188e+00,2.000000029802322388e-01
-2.126687526702880859e+00,5.235093832015991211e-01,7.262602448463439941e-03,-1.322551667690277100e-01,4.496178627014160156e-01,1.147464871406555176e+00,-6.185857772827148438e+00,6.713844299316406250e+00,3.089883565902709961e+00,-1.059888958930969238e+00,3.440502285957336426e-02,3.105038404464721680e-01,-1.073912501335144043e+00,-2.688237667083740234e+00,1.479977321624755859e+01,-1.622647476196289062e+01,9.222885966300964355e-01,-4.857198521494865417e-02,-1.975114457309246063e-03,1.169585995376110077e-02,-3.593141585588455200e-02,-1.020497009158134460e-01,4.975740015506744385e-01,-5.155068039894104004e-01,3.395035862922668457e-01,1.902602165937423706e-01,-4.666310269385576248e-03,-5.504647269845008850e-02,1.879422068595886230e-01,4.785921573638916016e-01,-2.588635444641113281e+00,2.815322637557983398e+00,2.000000029802322388e-01
